sequence,plannedRunAtKst,cafeSlug,ownerName,articleId,commentSlot,accountId,accountNickname,subject,articleUrl
1,2026-07-04 00:42,dogwalk2m4,강아지강하지 1,11,8,ahfflwl123,햄부기,"헤어드라이어 종류와 부가기능, 처음 고를 때 봐야 할 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/11
2,2026-07-04 00:42,driveee,운연정,25,7,bigfish773,고래낚시 1,"답례품 상황별 고르는 기준, 인기 품목 시논감성",https://cafe.naver.com/ca-fe/cafes/31746635/articles/25
3,2026-07-04 00:42,habitnote702,룰루랄라 2 (12개) 1,11,8,ahffkdlek12,바삭바삭해 1,"강아지 영양제 종류와 연령별 급여 기준, 과다 주의",https://cafe.naver.com/ca-fe/cafes/31750105/articles/11
4,2026-07-04 00:42,healthhhh,가중건다,17,8,ahsxkfldk12,쉽고간단하게,"무지외반증 교정기 효과와 고르는 기준, 부작용까지",https://cafe.naver.com/ca-fe/cafes/31746910/articles/17
5,2026-07-04 00:42,mealtalkdht,빨간모자앤 1,11,8,eghfsa5478,오세아니야 1,"회사 답례품 상황별 추천과 예산, 대량 주문 기준까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/11
6,2026-07-04 00:42,petinfo183,티니피쉬 1,11,8,alsrudgus531,운연정,"부천 PT 비용과 횟수, 효과와 트레이너 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/11
7,2026-07-04 00:42,tableclub702,고래낚시 1,1,8,dhtksk1p,빨간모자앤  1,맛집 식탁모임 카페를 시작합니다.,https://cafe.naver.com/ca-fe/cafes/31750110/articles/1
8,2026-07-04 00:42,talkmadang702,햄부기,2,8,ghostrush7,실눈캐,가벼운 하루 일상 이야기 공유를 지금 시작해야 하는 이유,https://cafe.naver.com/ca-fe/cafes/31750104/articles/2
9,2026-07-04 00:42,dogwalk2m4,강아지강하지 1,10,8,n7c3w8z2,고양이밥 1,"헤어드라이기 풍속과 바람 세기, 빨리 마르는 원리와 선택 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/10
10,2026-07-04 00:42,driveee,운연정,23,8,geenl,모험 - 교체,군대 깔창 소재별 고르는 기준과 행군·반입까지,https://cafe.naver.com/ca-fe/cafes/31746635/articles/23
11,2026-07-04 00:42,habitnote702,룰루랄라 2 (12개) 1,1,8,k7d9x2m4,강아지강하지 1,건강 습관노트 카페를 시작합니다.,https://cafe.naver.com/ca-fe/cafes/31750105/articles/1
12,2026-07-04 00:42,healthhhh,가중건다,10,5,dq1h3bjy,"에스앤비안과, 29년 경력 (노출)","흑염소진액 효능과 부작용, 먹는 법과 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31746910/articles/10
13,2026-07-04 00:42,mealtalkdht,빨간모자앤 1,10,7,hagyga,에스앤비안과의원 - 교체,인천웨딩홀 대관료 식대 시세부터 고르는 기준까지,https://cafe.naver.com/ca-fe/cafes/31750099/articles/10
14,2026-07-04 00:42,petinfo183,티니피쉬 1,10,7,h9ag469z,에스앤비안과 정보,"결혼반지 예산과 4C, 구입처별 가격까지 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/10
15,2026-07-04 00:42,talkmadang702,햄부기,1,8,laghunter8,도도 1,일상 소통마당 카페를 시작합니다.,https://cafe.naver.com/ca-fe/cafes/31750104/articles/1
16,2026-07-04 00:42,dogwalk2m4,강아지강하지 1,9,8,pixelninja3,건강박사석사 1,접이식 카트 활용법과 캠핑·차박·이사용 대형 고르는 법,https://cafe.naver.com/ca-fe/cafes/31750100/articles/9
17,2026-07-04 00:42,driveee,운연정,22,8,q9v3m7a2,포비 1,"장에 좋은 음식과 피해야 할 음식, 장 건강 관리법",https://cafe.naver.com/ca-fe/cafes/31746635/articles/22
18,2026-07-04 00:42,healthhhh,가중건다,5,7,vegetable10517,렙용,"흑염소 효능 총정리, 왜 예부터 보양식으로 꼽혔을까",https://cafe.naver.com/ca-fe/cafes/31746910/articles/5
19,2026-07-04 00:42,mealtalkdht,빨간모자앤 1,9,8,produce11745,가중건다,위고비 알약 진짜 가짜 구별법과 처방 정보까지,https://cafe.naver.com/ca-fe/cafes/31750099/articles/9
20,2026-07-04 00:42,petinfo183,티니피쉬 1,9,7,ahffkdlek12,바삭바삭해 1,"드라이기 모터와 소비전력, 소음까지 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/9
21,2026-07-04 00:42,dogwalk2m4,강아지강하지 1,8,7,ahfflwl123,햄부기,"인천웨딩홀 대관료와 식대, 보증인원까지 예산 짜는 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/8
22,2026-07-04 00:42,driveee,운연정,20,7,bigfish773,고래낚시 1,"평발 깔창 효과와 아치 교정, 고르는 기준과 종류",https://cafe.naver.com/ca-fe/cafes/31746635/articles/20
23,2026-07-04 00:42,healthhhh,가중건다,4,8,ahsxkfldk12,쉽고간단하게,"아연 효능 총정리, 면역부터 남성 여성 건강까지",https://cafe.naver.com/ca-fe/cafes/31746910/articles/4
24,2026-07-04 00:42,mealtalkdht,빨간모자앤 1,6,7,alsrudgus531,운연정,두유제조기 가격대와 소음 세척까지 고르는 기준,https://cafe.naver.com/ca-fe/cafes/31750099/articles/6
25,2026-07-04 00:42,petinfo183,티니피쉬 1,8,8,dq1h3bjy,"에스앤비안과, 29년 경력 (노출)","밀크씨슬 효능과 실리마린 작용, 복용법·고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/8
26,2026-07-04 00:42,dogwalk2m4,강아지강하지 1,7,8,ghostrush7,실눈캐,"선풍기 모터와 소음, 풍량까지 공간별로 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/7
27,2026-07-04 00:42,driveee,운연정,18,7,eghfsa5478,오세아니야 1,올리브오일 효능과 엑스트라버진 고르는 기준,https://cafe.naver.com/ca-fe/cafes/31746635/articles/18
28,2026-07-04 00:42,mealtalkdht,빨간모자앤 1,5,8,hagyga,에스앤비안과의원 - 교체,"강아지 영양제 종류와 나이별 급여 기준, 고르는 법",https://cafe.naver.com/ca-fe/cafes/31750099/articles/5
29,2026-07-04 00:42,petinfo183,티니피쉬 1,7,7,dhtksk1p,빨간모자앤  1,"울산 위고비 처방 대상과 효과·부작용, 비용 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/7
30,2026-07-04 00:42,dogwalk2m4,강아지강하지 1,3,7,n7c3w8z2,고양이밥 1,"드라이기 잘못 쓰면 모발 손상, 흔한 실수와 안전 사용법",https://cafe.naver.com/ca-fe/cafes/31750100/articles/3
31,2026-07-04 00:42,driveee,운연정,16,5,geenl,모험 - 교체,동탄운전연수 추천 내돈내산 후기,https://cafe.naver.com/ca-fe/cafes/31746635/articles/16
32,2026-07-04 00:42,mealtalkdht,빨간모자앤 1,4,8,k7d9x2m4,강아지강하지 1,대구 가족사진 가격부터 스튜디오 고르는 기준까지,https://cafe.naver.com/ca-fe/cafes/31750099/articles/4
33,2026-07-04 00:42,petinfo183,티니피쉬 1,6,8,h9ag469z,에스앤비안과 정보,"울산 마운자로 처방 절차와 효과·부작용, 비용 정리",https://cafe.naver.com/ca-fe/cafes/31750098/articles/6
34,2026-07-04 00:42,dogwalk2m4,강아지강하지 1,2,8,pixelninja3,건강박사석사 1,"날개없는 선풍기 원리와 장단점, 청소·안전의 진실까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/2
35,2026-07-04 00:42,driveee,운연정,15,6,laghunter8,도도 1,의정부운전연수 내돈내산 솔직 후기,https://cafe.naver.com/ca-fe/cafes/31746635/articles/15
