sequence,plannedRunAtKst,cafeSlug,ownerName,articleId,commentSlot,accountId,accountNickname,subject,articleUrl
1,2026-07-10 07:33,carelog702,고구마스틱2 (10개) 1,30,6,bigfish773,고래낚시 1,드라이기 추천 드디어 찾은 제품,https://cafe.naver.com/ca-fe/cafes/31750106/articles/30
2,2026-07-10 07:34,dogwalk2m4,강아지강하지 1,38,6,alsrudgus531,운연정,"드라이기 모터와 온도, 음이온 효과와 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/38
3,2026-07-10 07:34,driveee,운연정,81,7,dhtksk1p,빨간모자앤  1,아버지 생신선물 추천 고민이라면,https://cafe.naver.com/ca-fe/cafes/31746635/articles/81
4,2026-07-10 07:35,habitnote702,룰루랄라 2 (12개) 1,31,7,ahffkekd12,긍정이백퍼  1,"14K커플링 맞춘 후기, 실버에서 넘어온 이유",https://cafe.naver.com/ca-fe/cafes/31750105/articles/31
5,2026-07-10 07:36,healthhhh,가중건다,83,7,ahffkdlek12,바삭바삭해 1,아버지 생신선물 추천 고민 끝!,https://cafe.naver.com/ca-fe/cafes/31746910/articles/83
6,2026-07-10 07:37,infomadang702,실눈캐,30,6,ahfflwl123,햄부기,결혼예물 준비하며 배운 것들 꿀팁,https://cafe.naver.com/ca-fe/cafes/31750108/articles/30
7,2026-07-10 07:37,localtable702,소원 1,53,7,eghfsa5478,오세아니야 1,"회사 답례품 대상 범위와 단가, 돌리는 시점까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/53
8,2026-07-10 07:38,mealtalkdht,빨간모자앤 1,39,3,geenl,모험 - 교체,"푸룬주스 효능과 하루 섭취량, 부작용까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/39
9,2026-07-10 07:39,menunote702,똑똑한건희씨,38,8,ahsxkfldk12,쉽고간단하게,"인천 웨딩홀 보증인원과 식대, 계약 전 확인할 기준",https://cafe.naver.com/ca-fe/cafes/31750111/articles/38
10,2026-07-10 07:40,petinfo183,티니피쉬 1,31,5,ghostrush7,실눈캐,"에어컨 청소 비용과 분해 공정, 업체 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/31
11,2026-07-10 07:40,tableclub702,고래낚시 1,41,5,k7d9x2m4,강아지강하지 1,광주 웨딩홀 보증인원 상승과 비용 절감 방법까지,https://cafe.naver.com/ca-fe/cafes/31750110/articles/41
12,2026-07-10 07:41,talkmadang702,햄부기,41,8,pixelninja3,건강박사석사 1,"선풍기 고장났을 때, 고칠까 바꿀까 판단하는 법",https://cafe.naver.com/ca-fe/cafes/31750104/articles/41
13,2026-07-10 07:42,carelog702,고구마스틱2 (10개) 1,29,6,laghunter8,도도 1,"헤어드라이어 스펙 보는 법, 모터·출력·무게 이 순서로만 확인하세요",https://cafe.naver.com/ca-fe/cafes/31750106/articles/29
14,2026-07-10 07:43,dogwalk2m4,강아지강하지 1,37,3,n7c3w8z2,고양이밥 1,"부천 PT 가격과 효과, 환불 규정까지 확인할 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/37
15,2026-07-10 07:43,driveee,운연정,80,3,produce11745,가중건다,아빠 생일선물 추천 리스트 (스타일별·나이대별 총정리),https://cafe.naver.com/ca-fe/cafes/31746635/articles/80
16,2026-07-10 07:44,habitnote702,룰루랄라 2 (12개) 1,30,4,q9v3m7a2,포비 1,날개없는 선풍기 살까 말까? 일반 선풍기와 비교해봤습니다,https://cafe.naver.com/ca-fe/cafes/31750105/articles/30
17,2026-07-10 07:45,healthhhh,가중건다,82,5,vegetable10517,렙용,60대 아빠 생일선물 리스트 (가격대·브랜드별),https://cafe.naver.com/ca-fe/cafes/31746910/articles/82
18,2026-07-10 07:46,infomadang702,실눈캐,28,5,ahffkekd12,긍정이백퍼  1,예물 후회 없이 할 수 있는 방법,https://cafe.naver.com/ca-fe/cafes/31750108/articles/28
19,2026-07-10 07:46,localtable702,소원 1,52,7,ahffkdlek12,바삭바삭해 1,"인천 웨딩홀 보증인원과 식대 구조, 계약 전 확인할 항목까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/52
20,2026-07-10 07:47,mealtalkdht,빨간모자앤 1,38,6,bigfish773,고래낚시 1,"평발 깔창 효과와 유연성 강직성 구분, 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750099/articles/38
21,2026-07-10 07:48,menunote702,똑똑한건희씨,37,8,ahfflwl123,햄부기,"올리브오일 등급과 산도, 가열 가능 온도까지",https://cafe.naver.com/ca-fe/cafes/31750111/articles/37
22,2026-07-10 07:49,petinfo183,티니피쉬 1,30,4,ahsxkfldk12,쉽고간단하게,"방역업체 소독 의무 대상과 법정 횟수, 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/30
23,2026-07-10 07:49,tableclub702,고래낚시 1,40,5,alsrudgus531,운연정,"부평 웨딩홀 역세권 위치와 주차, 하객 동선 기준",https://cafe.naver.com/ca-fe/cafes/31750110/articles/40
24,2026-07-10 07:50,talkmadang702,햄부기,40,6,dhtksk1p,빨간모자앤  1,"강아지 관절 영양제, 언제부터 시작해야 늦지 않을까",https://cafe.naver.com/ca-fe/cafes/31750104/articles/40
25,2026-07-10 07:51,carelog702,고구마스틱2 (10개) 1,27,2,eghfsa5478,오세아니야 1,종로 반지 어디서 살까? 완벽 비교,https://cafe.naver.com/ca-fe/cafes/31750106/articles/27
26,2026-07-10 07:52,dogwalk2m4,강아지강하지 1,36,4,geenl,모험 - 교체,"밀크씨슬 효능과 실리마린 함량, 부작용까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/36
27,2026-07-10 07:52,driveee,운연정,79,2,k7d9x2m4,강아지강하지 1,50대 아빠 생일선물 추천 (취미·실용·가격대),https://cafe.naver.com/ca-fe/cafes/31746635/articles/79
28,2026-07-10 07:53,habitnote702,룰루랄라 2 (12개) 1,28,7,laghunter8,도도 1,"선풍기 200% 활용법, 에어컨 없이 시원해지는 배치 요령",https://cafe.naver.com/ca-fe/cafes/31750105/articles/28
29,2026-07-10 07:54,healthhhh,가중건다,81,7,ghostrush7,실눈캐,남자친구 부모님선물 부담 없이 고르는 법,https://cafe.naver.com/ca-fe/cafes/31746910/articles/81
30,2026-07-10 07:55,infomadang702,실눈캐,27,5,n7c3w8z2,고양이밥 1,반지를 한 번도 껴본 적 없는 남자의 웨딩반지 고르기,https://cafe.naver.com/ca-fe/cafes/31750108/articles/27
31,2026-07-10 07:55,localtable702,소원 1,51,6,pixelninja3,건강박사석사 1,"위고비 알약 효과와 복용법, 국내 출시와 가격까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/51
32,2026-07-10 07:56,mealtalkdht,빨간모자앤 1,37,5,produce11745,가중건다,커플링브랜드 실버 14k 가격과 고르는 기준,https://cafe.naver.com/ca-fe/cafes/31750099/articles/37
33,2026-07-10 07:57,menunote702,똑똑한건희씨,36,3,vegetable10517,렙용,"알파CD 효능과 하루 섭취량, 지방 흡착 근거까지",https://cafe.naver.com/ca-fe/cafes/31750111/articles/36
34,2026-07-10 07:58,petinfo183,티니피쉬 1,29,4,q9v3m7a2,포비 1,"입주청소 평당 단가와 추가금, 청소업체 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/29
35,2026-07-10 07:58,tableclub702,고래낚시 1,39,5,ahffkdlek12,바삭바삭해 1,"먹는 위고비 효과와 복용법, 부작용과 국내 허가까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/39
36,2026-07-10 07:59,talkmadang702,햄부기,39,5,ahffkekd12,긍정이백퍼  1,강아지 영양제 잘못 먹이면 생기는 일,https://cafe.naver.com/ca-fe/cafes/31750104/articles/39
37,2026-07-10 08:00,carelog702,고구마스틱2 (10개) 1,26,6,ahfflwl123,햄부기,종로 웨딩밴드 반지 용어와 디자인 고르는 법,https://cafe.naver.com/ca-fe/cafes/31750106/articles/26
38,2026-07-10 08:01,dogwalk2m4,강아지강하지 1,35,2,ahsxkfldk12,쉽고간단하게,"울산 마운자로 처방 기준과 용량별 가격, 성지 판별법",https://cafe.naver.com/ca-fe/cafes/31750100/articles/35
39,2026-07-10 08:01,driveee,운연정,78,4,bigfish773,고래낚시 1,남자친구 부모님선물 추천 후기,https://cafe.naver.com/ca-fe/cafes/31746635/articles/78
40,2026-07-10 08:02,habitnote702,룰루랄라 2 (12개) 1,25,4,alsrudgus531,운연정,"헤어드라이기 사용법, 모발 타입별로 다르게 말려야 합니다",https://cafe.naver.com/ca-fe/cafes/31750105/articles/25
41,2026-07-10 08:03,healthhhh,가중건다,80,3,eghfsa5478,오세아니야 1,흑염소진액 효과 복용법,https://cafe.naver.com/ca-fe/cafes/31746910/articles/80
42,2026-07-10 08:04,infomadang702,실눈캐,26,6,geenl,모험 - 교체,백금커플링 3년 껴본 후기,https://cafe.naver.com/ca-fe/cafes/31750108/articles/26
43,2026-07-10 08:04,localtable702,소원 1,50,5,dhtksk1p,빨간모자앤  1,"삼척카페 구역별 오션뷰와 휴무일, 동선 짜는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/50
44,2026-07-10 08:05,mealtalkdht,빨간모자앤 1,36,4,ghostrush7,실눈캐,"장에 좋은 음식과 발효식품 섭취량, 피할 음식까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/36
45,2026-07-10 08:06,menunote702,똑똑한건희씨,35,5,k7d9x2m4,강아지강하지 1,"베르가못 향의 정체와 얼그레이, 광독성 주의점까지",https://cafe.naver.com/ca-fe/cafes/31750111/articles/35
46,2026-07-10 08:07,petinfo183,티니피쉬 1,28,3,laghunter8,도도 1,"시스템에어컨 청소 비용과 차이, 업체 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/28
47,2026-07-10 08:07,tableclub702,고래낚시 1,38,5,n7c3w8z2,고양이밥 1,"인천 예식장 비용과 식대 비중, 계약 전 확인 기준",https://cafe.naver.com/ca-fe/cafes/31750110/articles/38
48,2026-07-10 08:08,talkmadang702,햄부기,38,5,pixelninja3,건강박사석사 1,"강아지 눈 영양제, 노령견에게 언제부터 챙겨줘야 할까",https://cafe.naver.com/ca-fe/cafes/31750104/articles/38
49,2026-07-10 08:09,carelog702,고구마스틱2 (10개) 1,25,6,produce11745,가중건다,"종로 효성주얼리시티 방문기, 예약부터 상담까지",https://cafe.naver.com/ca-fe/cafes/31750106/articles/25
50,2026-07-10 08:10,dogwalk2m4,강아지강하지 1,34,4,q9v3m7a2,포비 1,"울산 위고비 처방 조건과 가격, 부작용까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/34
51,2026-07-10 08:10,driveee,운연정,77,4,vegetable10517,렙용,"올리브오일 산패 확인법과 가짜 구별, 보관 온도 기준까지",https://cafe.naver.com/ca-fe/cafes/31746635/articles/77
52,2026-07-10 08:11,habitnote702,룰루랄라 2 (12개) 1,24,6,ahffkdlek12,바삭바삭해 1,"드라이기 수명 줄이는 습관 5가지, 지금 고치세요",https://cafe.naver.com/ca-fe/cafes/31750105/articles/24
53,2026-07-10 08:12,healthhhh,가중건다,79,2,ahffkekd12,긍정이백퍼  1,"SAT학원 수강료와 디지털 시험 대비, 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31746910/articles/79
54,2026-07-10 08:13,infomadang702,실눈캐,25,6,ahfflwl123,햄부기,"헤어드라이어에 대한 흔한 오해 6가지, 사실은 이렇습니다",https://cafe.naver.com/ca-fe/cafes/31750108/articles/25
