sequence,plannedRunAtKst,cafeSlug,ownerName,articleId,commentSlot,accountId,accountNickname,subject,articleUrl
1,2026-07-10 17:04,dogwalk2m4,강아지강하지 1,37,10,ahffkekd12,긍정이백퍼  1,"부천 PT 가격과 효과, 환불 규정까지 확인할 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/37
2,2026-07-10 17:05,petinfo183,티니피쉬 1,30,8,ahffkdlek12,바삭바삭해 1,"방역업체 소독 의무 대상과 법정 횟수, 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/30
3,2026-07-10 17:06,dogwalk2m4,강아지강하지 1,36,9,ahfflwl123,햄부기,"밀크씨슬 효능과 실리마린 함량, 부작용까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/36
4,2026-07-10 17:07,petinfo183,티니피쉬 1,25,9,eghfsa5478,오세아니야 1,"광주 예식장 계약금과 위약금, 취소 환불 기준까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/25
5,2026-07-10 17:07,dogwalk2m4,강아지강하지 1,27,9,alsrudgus531,운연정,"날개없는 선풍기, 정말 날개가 없을까? 원리와 장단점 총정리",https://cafe.naver.com/ca-fe/cafes/31750100/articles/27
6,2026-07-10 17:08,petinfo183,티니피쉬 1,22,9,geenl,모험 - 교체,"일산 웨딩홀 비용과 대관료, 최소보증인원 확인 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/22
7,2026-07-10 17:09,dogwalk2m4,강아지강하지 1,26,9,ahsxkfldk12,쉽고간단하게,인천 웨딩홀 알아보는 중이라면,https://cafe.naver.com/ca-fe/cafes/31750100/articles/26
8,2026-07-10 17:10,petinfo183,티니피쉬 1,14,9,ghostrush7,실눈캐,"헤어드라이어 종류와 브랜드별 차이, 가격대 비교까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/14
9,2026-07-10 17:10,dogwalk2m4,강아지강하지 1,22,10,n7c3w8z2,고양이밥 1,"드라이기 살 때 이것만 보세요, 후회 없는 선택을 위한 핵심 정리",https://cafe.naver.com/ca-fe/cafes/31750100/articles/22
10,2026-07-10 17:11,petinfo183,티니피쉬 1,8,9,laghunter8,도도 1,"밀크씨슬 효능과 실리마린 함량, 부작용까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/8
11,2026-07-10 17:12,dogwalk2m4,강아지강하지 1,18,10,pixelninja3,건강박사석사 1,"미용실 드라이기가 빨리 마르는 이유와 가정용 차이, 고를 때 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/18
12,2026-07-10 17:13,dogwalk2m4,강아지강하지 1,10,9,dhtksk1p,빨간모자앤  1,"헤어드라이기 풍속과 바람 세기, 빨리 마르는 원리와 선택 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/10
13,2026-07-10 17:13,dogwalk2m4,강아지강하지 1,36,10,produce11745,가중건다,"밀크씨슬 효능과 실리마린 함량, 부작용까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/36
14,2026-07-10 17:14,petinfo183,티니피쉬 1,22,10,q9v3m7a2,포비 1,"일산 웨딩홀 비용과 대관료, 최소보증인원 확인 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/22
