sequence,plannedRunAtKst,cafeSlug,ownerName,articleId,commentSlot,accountId,accountNickname,subject,articleUrl
1,2026-07-04 01:05,dogwalk2m4,강아지강하지 1,7,8,ahffkdlek12,바삭바삭해 1,"선풍기 모터와 소음, 풍량까지 공간별로 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/7
2,2026-07-04 01:05,driveee,운연정,18,8,ahsxkfldk12,쉽고간단하게,올리브오일 효능과 엑스트라버진 고르는 기준,https://cafe.naver.com/ca-fe/cafes/31746635/articles/18
3,2026-07-04 01:05,healthhhh,가중건다,10,8,ahfflwl123,햄부기,"흑염소진액 효능과 부작용, 먹는 법과 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31746910/articles/10
4,2026-07-04 01:05,mealtalkdht,빨간모자앤 1,11,8,eghfsa5478,오세아니야 1,"회사 답례품 상황별 추천과 예산, 대량 주문 기준까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/11
5,2026-07-04 01:05,petinfo183,티니피쉬 1,11,8,alsrudgus531,운연정,"부천 PT 비용과 횟수, 효과와 트레이너 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/11
6,2026-07-04 01:05,driveee,운연정,15,8,dhtksk1p,빨간모자앤  1,의정부운전연수 내돈내산 솔직 후기,https://cafe.naver.com/ca-fe/cafes/31746635/articles/15
7,2026-07-04 01:05,healthhhh,가중건다,5,8,geenl,모험 - 교체,"흑염소 효능 총정리, 왜 예부터 보양식으로 꼽혔을까",https://cafe.naver.com/ca-fe/cafes/31746910/articles/5
8,2026-07-04 01:05,mealtalkdht,빨간모자앤 1,10,8,bigfish773,고래낚시 1,인천웨딩홀 대관료 식대 시세부터 고르는 기준까지,https://cafe.naver.com/ca-fe/cafes/31750099/articles/10
9,2026-07-04 01:05,petinfo183,티니피쉬 1,10,8,ghostrush7,실눈캐,"결혼반지 예산과 4C, 구입처별 가격까지 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/10
10,2026-07-04 01:05,driveee,운연정,14,8,dq1h3bjy,"에스앤비안과, 29년 경력 (노출)","서울운전연수 추천 선택기준 총정리, 사기 안 당하고 제대로 고르는 법",https://cafe.naver.com/ca-fe/cafes/31746635/articles/14
11,2026-07-04 01:05,mealtalkdht,빨간모자앤 1,3,8,h9ag469z,에스앤비안과 정보,결혼 답례품 종류별 가격과 하객 취향별 고르는 법,https://cafe.naver.com/ca-fe/cafes/31750099/articles/3
12,2026-07-04 01:05,petinfo183,티니피쉬 1,9,8,hagyga,에스앤비안과의원 - 교체,"드라이기 모터와 소비전력, 소음까지 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/9
13,2026-07-04 01:05,driveee,운연정,12,8,laghunter8,도도 1,수원운전연수 비용 선택기준 후기,https://cafe.naver.com/ca-fe/cafes/31746635/articles/12
14,2026-07-04 01:05,petinfo183,티니피쉬 1,5,7,n7c3w8z2,고양이밥 1,"인천 방역업체 비용과 해충 종류별 방역, 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/5
15,2026-07-04 01:05,driveee,운연정,11,8,pixelninja3,건강박사석사 1,서울운전연수 7년 장롱면허 4일 받은 내돈내산 후기,https://cafe.naver.com/ca-fe/cafes/31746635/articles/11
16,2026-07-04 01:05,petinfo183,티니피쉬 1,3,8,q9v3m7a2,포비 1,접이식 카트 가격대와 바퀴·용량별 고르는 기준,https://cafe.naver.com/ca-fe/cafes/31750098/articles/3
17,2026-07-04 01:05,driveee,운연정,4,8,produce11745,가중건다,"수원운전연수 비용부터 업체 고르는 법까지, 장롱면허 7년차가 10시간 다녀온 솔직후기",https://cafe.naver.com/ca-fe/cafes/31746635/articles/4
18,2026-07-04 01:05,petinfo183,티니피쉬 1,2,8,k7d9x2m4,강아지강하지 1,"해충 방역업체 선택법과 방제 방식, 업종별 비용 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/2
19,2026-07-04 01:05,driveee,운연정,2,8,vegetable10517,렙용,서울운전연수 가격 / 8년 장롱 탈출 찐후기 4일 만에 혼자 강변북로 탔어요,https://cafe.naver.com/ca-fe/cafes/31746635/articles/2
20,2026-07-04 01:05,petinfo183,티니피쉬 1,1,7,ahffkdlek12,바삭바삭해 1,애견 반려정보 카페를 시작합니다.,https://cafe.naver.com/ca-fe/cafes/31750098/articles/1
21,2026-07-04 01:05,driveee,운연정,1,7,ahfflwl123,햄부기,운연정 카페를 시작합니다.,https://cafe.naver.com/ca-fe/cafes/31746635/articles/1
22,2026-07-04 01:05,petinfo183,티니피쉬 1,5,8,alsrudgus531,운연정,"인천 방역업체 비용과 해충 종류별 방역, 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/5
23,2026-07-04 01:05,petinfo183,티니피쉬 1,1,8,ahsxkfldk12,쉽고간단하게,애견 반려정보 카페를 시작합니다.,https://cafe.naver.com/ca-fe/cafes/31750098/articles/1
24,2026-07-04 01:05,driveee,운연정,1,8,bigfish773,고래낚시 1,운연정 카페를 시작합니다.,https://cafe.naver.com/ca-fe/cafes/31746635/articles/1
