sequence,plannedRunAtKst,cafeSlug,ownerName,articleId,commentSlot,accountId,accountNickname,subject,articleUrl
1,2026-07-03 17:05,carelog702,고구마스틱2 (10개) 1,12,1,ahffkdlek12,바삭바삭해 1,"3부 다이아반지 크기와 가격, 예물로 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750106/articles/12
2,2026-07-03 17:06,dogwalk2m4,강아지강하지 1,11,1,ahffkekd12,긍정이백퍼  1,"헤어드라이어 종류와 부가기능, 처음 고를 때 봐야 할 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/11
3,2026-07-03 17:06,driveee,운연정,25,1,ahfflwl123,햄부기,"답례품 상황별 고르는 기준, 인기 품목 시논감성",https://cafe.naver.com/ca-fe/cafes/31746635/articles/25
4,2026-07-03 17:07,habitnote702,룰루랄라 2 (12개) 1,13,1,ahsxkfldk12,쉽고간단하게,선풍기 모터와 풍량 날개 소음 기준 고르는 법,https://cafe.naver.com/ca-fe/cafes/31750105/articles/13
5,2026-07-03 17:08,healthhhh,가중건다,25,1,alsrudgus531,운연정,"할아버지 생신선물 추천 리스트, 가격대별 총정리",https://cafe.naver.com/ca-fe/cafes/31746910/articles/25
6,2026-07-03 17:09,infomadang702,실눈캐,12,1,bigfish773,고래낚시 1,"알파CD 두 달 먹어본 후기, 지방 흡착 원리와 섭취법 조합까지",https://cafe.naver.com/ca-fe/cafes/31750108/articles/12
7,2026-07-03 17:09,localtable702,소원 1,13,1,dhtksk1p,빨간모자앤  1,"파운다요 오포글리프론 효과와 부작용, 국내 출시까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/13
8,2026-07-03 17:10,mealtalkdht,빨간모자앤 1,11,1,dq1h3bjy,"에스앤비안과, 29년 경력 (노출)","회사 답례품 상황별 추천과 예산, 대량 주문 기준까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/11
9,2026-07-03 17:11,menunote702,똑똑한건희씨,12,1,eghfsa5478,오세아니야 1,"수원웨딩홀 보증인원, 식대로 따지는 가성비",https://cafe.naver.com/ca-fe/cafes/31750111/articles/12
10,2026-07-03 17:12,petinfo183,티니피쉬 1,11,1,geenl,모험 - 교체,"부천 PT 비용과 횟수, 효과와 트레이너 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/11
11,2026-07-03 17:12,tableclub702,고래낚시 1,12,1,ghostrush7,실눈캐,"에어컨 청소 업체 고르는 기준, 유형별 비용 비교",https://cafe.naver.com/ca-fe/cafes/31750110/articles/12
12,2026-07-03 17:13,talkmadang702,햄부기,12,1,h9ag469z,에스앤비안과 정보,"SAT학원 선택 후기, 디지털 시험 대비와 학원 종류 그리고 비용까지",https://cafe.naver.com/ca-fe/cafes/31750104/articles/12
13,2026-07-03 17:14,carelog702,고구마스틱2 (10개) 1,11,1,hagyga,에스앤비안과의원 - 교체,"웨딩밴드 소재와 가격, 폭과 두께 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750106/articles/11
14,2026-07-03 17:15,dogwalk2m4,강아지강하지 1,10,1,laghunter8,도도 1,"헤어드라이기 풍속과 바람 세기, 빨리 마르는 원리와 선택 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/10
15,2026-07-03 17:15,driveee,운연정,24,1,k7d9x2m4,강아지강하지 1,"군화 깔창 두께와 전투화 사이즈, 발냄새 관리까지",https://cafe.naver.com/ca-fe/cafes/31746635/articles/24
16,2026-07-03 17:16,habitnote702,룰루랄라 2 (12개) 1,12,1,produce11745,가중건다,"강아지 관절 영양제 성분과 함량, 슬개골 대형견 고르는 법",https://cafe.naver.com/ca-fe/cafes/31750105/articles/12
17,2026-07-03 17:17,healthhhh,가중건다,24,1,vegetable10517,렙용,"흑염소즙 효능부터 고르는 법, 부작용까지 알아봤어요",https://cafe.naver.com/ca-fe/cafes/31746910/articles/24
18,2026-07-03 17:18,infomadang702,실눈캐,11,1,ahffkdlek12,바삭바삭해 1,"파운다요 알아본 후기, 오포글리프론 효과 가격과 위고비필 비교까지",https://cafe.naver.com/ca-fe/cafes/31750108/articles/11
19,2026-07-03 17:18,localtable702,소원 1,12,1,ahffkekd12,긍정이백퍼  1,"천안내성발톱 치료와 예방, 병원 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/12
20,2026-07-03 17:19,mealtalkdht,빨간모자앤 1,10,1,ahfflwl123,햄부기,인천웨딩홀 대관료 식대 시세부터 고르는 기준까지,https://cafe.naver.com/ca-fe/cafes/31750099/articles/10
21,2026-07-03 17:20,menunote702,똑똑한건희씨,11,1,ahsxkfldk12,쉽고간단하게,"부천웨딩홀 소사·상동 권역, 뷔페 수준 비교",https://cafe.naver.com/ca-fe/cafes/31750111/articles/11
22,2026-07-03 17:21,petinfo183,티니피쉬 1,10,1,alsrudgus531,운연정,"결혼반지 예산과 4C, 구입처별 가격까지 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/10
23,2026-07-03 17:21,tableclub702,고래낚시 1,11,1,dhtksk1p,빨간모자앤  1,"방역 업체 비용과 해충별 방법, 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/11
24,2026-07-03 17:22,talkmadang702,햄부기,11,1,bigfish773,고래낚시 1,"음식물분쇄기 설치 후기, 불법 논란과 합법 기준 그리고 인증 확인법",https://cafe.naver.com/ca-fe/cafes/31750104/articles/11
25,2026-07-03 17:23,carelog702,고구마스틱2 (10개) 1,10,1,dq1h3bjy,"에스앤비안과, 29년 경력 (노출)","1캐럿 다이아반지 가격과 등급, 예물 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750106/articles/10
26,2026-07-03 17:24,dogwalk2m4,강아지강하지 1,9,1,eghfsa5478,오세아니야 1,접이식 카트 활용법과 캠핑·차박·이사용 대형 고르는 법,https://cafe.naver.com/ca-fe/cafes/31750100/articles/9
27,2026-07-03 17:24,driveee,운연정,23,1,geenl,모험 - 교체,군대 깔창 소재별 고르는 기준과 행군·반입까지,https://cafe.naver.com/ca-fe/cafes/31746635/articles/23
28,2026-07-03 17:25,habitnote702,룰루랄라 2 (12개) 1,11,1,ghostrush7,실눈캐,"강아지 영양제 종류와 연령별 급여 기준, 과다 주의",https://cafe.naver.com/ca-fe/cafes/31750105/articles/11
29,2026-07-03 17:26,healthhhh,가중건다,23,1,h9ag469z,에스앤비안과 정보,"흑염소즙 효능과 선택기준, 부작용까지 (복날대비)",https://cafe.naver.com/ca-fe/cafes/31746910/articles/23
30,2026-07-03 17:27,infomadang702,실눈캐,10,1,hagyga,에스앤비안과의원 - 교체,"마운자로 요요 겪은 후기, 중단 후 재증가 원인과 유지 전략까지",https://cafe.naver.com/ca-fe/cafes/31750108/articles/10
31,2026-07-03 17:27,localtable702,소원 1,11,1,k7d9x2m4,강아지강하지 1,"인천웨딩홀 대관료와 식대, 지역별 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/11
32,2026-07-03 17:28,mealtalkdht,빨간모자앤 1,9,1,laghunter8,도도 1,위고비 알약 진짜 가짜 구별법과 처방 정보까지,https://cafe.naver.com/ca-fe/cafes/31750099/articles/9
33,2026-07-03 17:29,menunote702,똑똑한건희씨,10,1,produce11745,가중건다,천안웨딩홀 홀 타입별 식대와 보증인원 기준,https://cafe.naver.com/ca-fe/cafes/31750111/articles/10
34,2026-07-03 17:30,petinfo183,티니피쉬 1,9,1,vegetable10517,렙용,"드라이기 모터와 소비전력, 소음까지 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/9
35,2026-07-03 17:30,tableclub702,고래낚시 1,10,1,ahffkdlek12,바삭바삭해 1,"청소 업체 추천 기준, 종류별 평당 비용 비교까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/10
36,2026-07-03 17:31,talkmadang702,햄부기,10,1,ahffkekd12,긍정이백퍼  1,"음식물처리기 1년 사용 후기, 방식 비교와 전기료 그리고 냄새까지",https://cafe.naver.com/ca-fe/cafes/31750104/articles/10
37,2026-07-03 17:32,carelog702,고구마스틱2 (10개) 1,9,1,ahfflwl123,햄부기,"다이아반지 4C 등급과 캐럿, 고르는 기준과 가격",https://cafe.naver.com/ca-fe/cafes/31750106/articles/9
38,2026-07-03 17:33,dogwalk2m4,강아지강하지 1,8,1,ahsxkfldk12,쉽고간단하게,"인천웨딩홀 대관료와 식대, 보증인원까지 예산 짜는 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/8
39,2026-07-03 17:33,driveee,운연정,22,1,bigfish773,고래낚시 1,"장에 좋은 음식과 피해야 할 음식, 장 건강 관리법",https://cafe.naver.com/ca-fe/cafes/31746635/articles/22
40,2026-07-03 17:34,habitnote702,룰루랄라 2 (12개) 1,10,1,alsrudgus531,운연정,강아지 눈 영양제 성분과 눈물자국 백내장 고르는 기준,https://cafe.naver.com/ca-fe/cafes/31750105/articles/10
41,2026-07-03 17:35,healthhhh,가중건다,22,1,dhtksk1p,빨간모자앤  1,"신발깔창 종류와 고르는 기준, 냄새 관리까지",https://cafe.naver.com/ca-fe/cafes/31746910/articles/22
42,2026-07-03 17:36,infomadang702,실눈캐,9,1,dq1h3bjy,"에스앤비안과, 29년 경력 (노출)","베르가못 3개월 먹어본 후기, 콜레스테롤 효능과 용량별 임상까지",https://cafe.naver.com/ca-fe/cafes/31750108/articles/9
43,2026-07-03 17:36,localtable702,소원 1,10,1,eghfsa5478,오세아니야 1,"올리브오일 효능과 발연점, 가짜 구별하는 법까지",https://cafe.naver.com/ca-fe/cafes/31750113/articles/10
44,2026-07-03 17:37,mealtalkdht,빨간모자앤 1,8,1,geenl,모험 - 교체,"부평웨딩홀 견적과 보증인원, 신상홀 예약 요령",https://cafe.naver.com/ca-fe/cafes/31750099/articles/8
45,2026-07-03 17:38,menunote702,똑똑한건희씨,9,1,ghostrush7,실눈캐,"인천예식장 비용 구조, 계약 전 체크포인트",https://cafe.naver.com/ca-fe/cafes/31750111/articles/9
46,2026-07-03 17:39,petinfo183,티니피쉬 1,8,1,h9ag469z,에스앤비안과 정보,"밀크씨슬 효능과 실리마린 작용, 복용법·고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/8
47,2026-07-03 17:39,tableclub702,고래낚시 1,9,1,hagyga,에스앤비안과의원 - 교체,"시스템 에어컨 청소 업체 천장형 관리, 업체 고르는 법",https://cafe.naver.com/ca-fe/cafes/31750110/articles/9
48,2026-07-03 17:40,talkmadang702,햄부기,9,1,k7d9x2m4,강아지강하지 1,"조문 답례품 준비 후기, 종류와 가격 그리고 답례 시기까지",https://cafe.naver.com/ca-fe/cafes/31750104/articles/9
49,2026-07-03 17:41,carelog702,고구마스틱2 (10개) 1,8,1,laghunter8,도도 1,"랩다이아몬드 뜻과 천연 차이, 가격과 재판매까지",https://cafe.naver.com/ca-fe/cafes/31750106/articles/8
