sequence,plannedRunAtKst,cafeSlug,ownerName,articleId,commentSlot,accountId,accountNickname,subject,articleUrl
1,2026-07-04 00:56,dogwalk2m4,강아지강하지 1,10,8,ahffkdlek12,바삭바삭해 1,"헤어드라이기 풍속과 바람 세기, 빨리 마르는 원리와 선택 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/10
2,2026-07-04 00:56,driveee,운연정,23,8,ahsxkfldk12,쉽고간단하게,군대 깔창 소재별 고르는 기준과 행군·반입까지,https://cafe.naver.com/ca-fe/cafes/31746635/articles/23
3,2026-07-04 00:56,healthhhh,가중건다,10,8,ahfflwl123,햄부기,"흑염소진액 효능과 부작용, 먹는 법과 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31746910/articles/10
4,2026-07-04 00:56,mealtalkdht,빨간모자앤 1,11,8,eghfsa5478,오세아니야 1,"회사 답례품 상황별 추천과 예산, 대량 주문 기준까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/11
5,2026-07-04 00:56,petinfo183,티니피쉬 1,11,8,alsrudgus531,운연정,"부천 PT 비용과 횟수, 효과와 트레이너 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/11
6,2026-07-04 00:56,dogwalk2m4,강아지강하지 1,9,8,dhtksk1p,빨간모자앤  1,접이식 카트 활용법과 캠핑·차박·이사용 대형 고르는 법,https://cafe.naver.com/ca-fe/cafes/31750100/articles/9
7,2026-07-04 00:56,driveee,운연정,22,8,bigfish773,고래낚시 1,"장에 좋은 음식과 피해야 할 음식, 장 건강 관리법",https://cafe.naver.com/ca-fe/cafes/31746635/articles/22
8,2026-07-04 00:56,healthhhh,가중건다,5,8,geenl,모험 - 교체,"흑염소 효능 총정리, 왜 예부터 보양식으로 꼽혔을까",https://cafe.naver.com/ca-fe/cafes/31746910/articles/5
9,2026-07-04 00:56,mealtalkdht,빨간모자앤 1,10,8,ghostrush7,실눈캐,인천웨딩홀 대관료 식대 시세부터 고르는 기준까지,https://cafe.naver.com/ca-fe/cafes/31750099/articles/10
10,2026-07-04 00:56,petinfo183,티니피쉬 1,10,7,dq1h3bjy,"에스앤비안과, 29년 경력 (노출)","결혼반지 예산과 4C, 구입처별 가격까지 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/10
11,2026-07-04 00:56,dogwalk2m4,강아지강하지 1,8,8,hagyga,에스앤비안과의원 - 교체,"인천웨딩홀 대관료와 식대, 보증인원까지 예산 짜는 기준",https://cafe.naver.com/ca-fe/cafes/31750100/articles/8
12,2026-07-04 00:56,driveee,운연정,18,7,h9ag469z,에스앤비안과 정보,올리브오일 효능과 엑스트라버진 고르는 기준,https://cafe.naver.com/ca-fe/cafes/31746635/articles/18
