sequence,plannedRunAtKst,cafeSlug,ownerName,articleId,commentSlot,accountId,accountNickname,subject,articleUrl
1,2026-07-10 11:19,dogwalk2m4,강아지강하지 1,32,8,ahffkdlek12,바삭바삭해 1,"장바구니 캐리어 용량과 바퀴 종류, 가격대별 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/32
2,2026-07-10 11:20,driveee,운연정,80,8,ahffkekd12,긍정이백퍼  1,아빠 생일선물 추천 리스트 (스타일별·나이대별 총정리),https://cafe.naver.com/ca-fe/cafes/31746635/articles/80
3,2026-07-10 11:21,healthhhh,가중건다,69,8,ahfflwl123,햄부기,부모님 생일선물 추천 나이·성향별로 골라봤어요,https://cafe.naver.com/ca-fe/cafes/31746910/articles/69
4,2026-07-10 11:22,mealtalkdht,빨간모자앤 1,32,7,alsrudgus531,운연정,"깔창 효과와 종류별 가격, 평발 요족 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750099/articles/32
5,2026-07-10 11:22,petinfo183,티니피쉬 1,31,8,bigfish773,고래낚시 1,"에어컨 청소 비용과 분해 공정, 업체 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/31
6,2026-07-10 11:23,dogwalk2m4,강아지강하지 1,27,8,eghfsa5478,오세아니야 1,"날개없는 선풍기, 정말 날개가 없을까? 원리와 장단점 총정리",https://cafe.naver.com/ca-fe/cafes/31750100/articles/27
7,2026-07-10 11:24,driveee,운연정,77,8,geenl,모험 - 교체,"올리브오일 산패 확인법과 가짜 구별, 보관 온도 기준까지",https://cafe.naver.com/ca-fe/cafes/31746635/articles/77
8,2026-07-10 11:25,healthhhh,가중건다,57,8,ahsxkfldk12,쉽고간단하게,"알파CD 효능과 지방 흡착 원리, 복용법부터 부작용까지",https://cafe.naver.com/ca-fe/cafes/31746910/articles/57
9,2026-07-10 11:25,mealtalkdht,빨간모자앤 1,8,7,n7c3w8z2,고양이밥 1,"부평 웨딩홀 유형별 특징과 홀 크기, 식대 비교",https://cafe.naver.com/ca-fe/cafes/31750099/articles/8
10,2026-07-10 11:26,petinfo183,티니피쉬 1,30,7,ghostrush7,실눈캐,"방역업체 소독 의무 대상과 법정 횟수, 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/30
11,2026-07-10 11:27,dogwalk2m4,강아지강하지 1,22,7,laghunter8,도도 1,"드라이기 살 때 이것만 보세요, 후회 없는 선택을 위한 핵심 정리",https://cafe.naver.com/ca-fe/cafes/31750100/articles/22
12,2026-07-10 11:28,driveee,운연정,73,8,pixelninja3,건강박사석사 1,족저근막염 깔창 효과의 임상 근거와 종류별 고르는 기준,https://cafe.naver.com/ca-fe/cafes/31746635/articles/73
13,2026-07-10 11:28,healthhhh,가중건다,43,8,k7d9x2m4,강아지강하지 1,"회사 답례품 실용성과 연령대, 단체주문 기준까지",https://cafe.naver.com/ca-fe/cafes/31746910/articles/43
14,2026-07-10 11:29,petinfo183,티니피쉬 1,29,6,produce11745,가중건다,"입주청소 평당 단가와 추가금, 청소업체 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/29
15,2026-07-10 11:30,dogwalk2m4,강아지강하지 1,20,8,q9v3m7a2,포비 1,"웨딩밴드 소재와 제작 방식, 백금 화이트골드 차이까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/20
16,2026-07-10 11:31,driveee,운연정,72,8,dhtksk1p,빨간모자앤  1,"무지외반증 교정기 효과의 진실과 종류, 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31746635/articles/72
17,2026-07-10 11:31,petinfo183,티니피쉬 1,28,7,vegetable10517,렙용,"시스템에어컨 청소 비용과 차이, 업체 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/28
18,2026-07-10 11:32,dogwalk2m4,강아지강하지 1,12,8,ahffkdlek12,바삭바삭해 1,"1캐럿다이아반지 가격과 등급별 시세, 지금 사도 되나",https://cafe.naver.com/ca-fe/cafes/31750100/articles/12
19,2026-07-10 11:33,driveee,운연정,69,5,ahffkekd12,긍정이백퍼  1,흑염소진액 복용법 고르는법,https://cafe.naver.com/ca-fe/cafes/31746635/articles/69
20,2026-07-10 11:34,petinfo183,티니피쉬 1,27,6,ahfflwl123,햄부기,"인천 웨딩홀 식대와 대관료, 계약 전 위약금 확인법",https://cafe.naver.com/ca-fe/cafes/31750098/articles/27
21,2026-07-10 11:34,driveee,운연정,68,7,geenl,모험 - 교체,흑염소진액 부작용과 복용법,https://cafe.naver.com/ca-fe/cafes/31746635/articles/68
22,2026-07-10 11:35,petinfo183,티니피쉬 1,25,6,alsrudgus531,운연정,"광주 예식장 계약금과 위약금, 취소 환불 기준까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/25
23,2026-07-10 11:36,driveee,운연정,65,8,ahsxkfldk12,쉽고간단하게,부모님선물 추천 리스트,https://cafe.naver.com/ca-fe/cafes/31746635/articles/65
24,2026-07-10 11:37,petinfo183,티니피쉬 1,24,7,bigfish773,고래낚시 1,"신정호 카페 둘레길 동선과 주차, 시간대별 방문 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/24
25,2026-07-10 11:37,driveee,운연정,58,8,ghostrush7,실눈캐,"웨딩링 추천, 예물 예산과 구입처별 소재 고르는 법",https://cafe.naver.com/ca-fe/cafes/31746635/articles/58
26,2026-07-10 11:38,petinfo183,티니피쉬 1,23,7,eghfsa5478,오세아니야 1,"아산 카페 권역별 위치와 주차, 계절별 방문 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/23
27,2026-07-10 11:39,driveee,운연정,57,8,n7c3w8z2,고양이밥 1,"답례품 종류와 가격대별 고르는 기준, 결혼과 조문 정리",https://cafe.naver.com/ca-fe/cafes/31746635/articles/57
28,2026-07-10 11:40,petinfo183,티니피쉬 1,22,8,pixelninja3,건강박사석사 1,"일산 웨딩홀 비용과 대관료, 최소보증인원 확인 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/22
29,2026-07-10 11:40,driveee,운연정,55,8,dhtksk1p,빨간모자앤  1,군화 깔창 충격 흡수 원리와 족저근막염 예방 고르는 법,https://cafe.naver.com/ca-fe/cafes/31746635/articles/55
30,2026-07-10 11:41,petinfo183,티니피쉬 1,21,8,laghunter8,도도 1,"날개없는 선풍기 원리와 장단점, 청소·안전까지 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/21
31,2026-07-10 11:42,driveee,운연정,45,8,produce11745,가중건다,시어머니 생신선물 추천 리스트 (카테고리·예산·연령별 총정리),https://cafe.naver.com/ca-fe/cafes/31746635/articles/45
32,2026-07-10 11:43,petinfo183,티니피쉬 1,20,7,q9v3m7a2,포비 1,"인천 웨딩홀 식대와 대관료, 보증인원까지 계약 전 체크 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/20
33,2026-07-10 11:43,driveee,운연정,41,8,k7d9x2m4,강아지강하지 1,"두유제조기 고르는 기준과 세척, 용량과 가격까지 정리",https://cafe.naver.com/ca-fe/cafes/31746635/articles/41
34,2026-07-10 11:44,petinfo183,티니피쉬 1,19,8,ahffkdlek12,바삭바삭해 1,"선풍기 AC BLDC 모터 차이와 소비전력, 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/19
