sequence,plannedRunAtKst,cafeSlug,ownerName,articleId,commentSlot,accountId,accountNickname,subject,articleUrl
1,2026-07-10 11:36,dogwalk2m4,강아지강하지 1,20,8,ahffkdlek12,바삭바삭해 1,"웨딩밴드 소재와 제작 방식, 백금 화이트골드 차이까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/20
2,2026-07-10 11:37,driveee,운연정,77,8,geenl,모험 - 교체,"올리브오일 산패 확인법과 가짜 구별, 보관 온도 기준까지",https://cafe.naver.com/ca-fe/cafes/31746635/articles/77
3,2026-07-10 11:37,mealtalkdht,빨간모자앤 1,32,8,ahfflwl123,햄부기,"깔창 효과와 종류별 가격, 평발 요족 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750099/articles/32
4,2026-07-10 11:38,petinfo183,티니피쉬 1,30,7,ahffkekd12,긍정이백퍼  1,"방역업체 소독 의무 대상과 법정 횟수, 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/30
5,2026-07-10 11:39,driveee,운연정,73,8,ahsxkfldk12,쉽고간단하게,족저근막염 깔창 효과의 임상 근거와 종류별 고르는 기준,https://cafe.naver.com/ca-fe/cafes/31746635/articles/73
6,2026-07-10 11:40,mealtalkdht,빨간모자앤 1,8,7,eghfsa5478,오세아니야 1,"부평 웨딩홀 유형별 특징과 홀 크기, 식대 비교",https://cafe.naver.com/ca-fe/cafes/31750099/articles/8
7,2026-07-10 11:40,petinfo183,티니피쉬 1,29,8,alsrudgus531,운연정,"입주청소 평당 단가와 추가금, 청소업체 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/29
8,2026-07-10 11:41,driveee,운연정,69,8,ghostrush7,실눈캐,흑염소진액 복용법 고르는법,https://cafe.naver.com/ca-fe/cafes/31746635/articles/69
9,2026-07-10 11:42,petinfo183,티니피쉬 1,27,8,bigfish773,고래낚시 1,"인천 웨딩홀 식대와 대관료, 계약 전 위약금 확인법",https://cafe.naver.com/ca-fe/cafes/31750098/articles/27
10,2026-07-10 11:43,driveee,운연정,57,8,n7c3w8z2,고양이밥 1,"답례품 종류와 가격대별 고르는 기준, 결혼과 조문 정리",https://cafe.naver.com/ca-fe/cafes/31746635/articles/57
11,2026-07-10 11:43,petinfo183,티니피쉬 1,25,7,k7d9x2m4,강아지강하지 1,"광주 예식장 계약금과 위약금, 취소 환불 기준까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/25
12,2026-07-10 11:44,driveee,운연정,36,8,laghunter8,도도 1,"삼척 카페 오션뷰 명소와 주차, 코스별 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31746635/articles/36
13,2026-07-10 11:45,petinfo183,티니피쉬 1,24,8,pixelninja3,건강박사석사 1,"신정호 카페 둘레길 동선과 주차, 시간대별 방문 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/24
14,2026-07-10 11:46,petinfo183,티니피쉬 1,22,8,q9v3m7a2,포비 1,"일산 웨딩홀 비용과 대관료, 최소보증인원 확인 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/22
15,2026-07-10 11:46,petinfo183,티니피쉬 1,21,8,produce11745,가중건다,"날개없는 선풍기 원리와 장단점, 청소·안전까지 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/21
16,2026-07-10 11:47,petinfo183,티니피쉬 1,20,7,vegetable10517,렙용,"인천 웨딩홀 식대와 대관료, 보증인원까지 계약 전 체크 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/20
17,2026-07-10 11:48,petinfo183,티니피쉬 1,19,8,ahffkdlek12,바삭바삭해 1,"선풍기 AC BLDC 모터 차이와 소비전력, 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/19
18,2026-07-10 11:49,petinfo183,티니피쉬 1,16,7,ahffkekd12,긍정이백퍼  1,드라이기 추천 예산대별 실제 모델과 가격 비교까지,https://cafe.naver.com/ca-fe/cafes/31750098/articles/16
19,2026-07-10 11:49,petinfo183,티니피쉬 1,30,8,ahfflwl123,햄부기,"방역업체 소독 의무 대상과 법정 횟수, 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/30
20,2026-07-10 11:51,mealtalkdht,빨간모자앤 1,8,8,n7c3w8z2,고양이밥 1,"부평 웨딩홀 유형별 특징과 홀 크기, 식대 비교",https://cafe.naver.com/ca-fe/cafes/31750099/articles/8
21,2026-07-10 11:51,petinfo183,티니피쉬 1,25,8,alsrudgus531,운연정,"광주 예식장 계약금과 위약금, 취소 환불 기준까지",https://cafe.naver.com/ca-fe/cafes/31750098/articles/25
22,2026-07-10 11:52,petinfo183,티니피쉬 1,20,8,eghfsa5478,오세아니야 1,"인천 웨딩홀 식대와 대관료, 보증인원까지 계약 전 체크 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/20
23,2026-07-10 11:53,petinfo183,티니피쉬 1,16,8,bigfish773,고래낚시 1,드라이기 추천 예산대별 실제 모델과 가격 비교까지,https://cafe.naver.com/ca-fe/cafes/31750098/articles/16
