sequence,plannedRunAtKst,cafeSlug,ownerName,articleId,commentSlot,accountId,accountNickname,subject,articleUrl
1,2026-07-08 00:45,carelog702,고구마스틱2 (10개) 1,22,2,ahfflwl123,햄부기,"프로포즈반지 예산과 사이즈, 실패 없이 준비하는 법",https://cafe.naver.com/ca-fe/cafes/31750106/articles/22
2,2026-07-08 00:46,dogwalk2m4,강아지강하지 1,21,2,ahffkdlek12,바삭바삭해 1,"헤어에센스 효과와 크림 오일 차이, 바르는 타이밍과 고르는 기준까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/21
3,2026-07-08 00:46,driveee,운연정,51,2,bigfish773,고래낚시 1,부모님 선물 추천 리스트 취향에 맞게,https://cafe.naver.com/ca-fe/cafes/31746635/articles/51
4,2026-07-08 00:46,healthhhh,가중건다,52,2,ahsxkfldk12,쉽고간단하게,부모님선물 추천 리스트 (선물 총정리),https://cafe.naver.com/ca-fe/cafes/31746910/articles/52
5,2026-07-08 00:46,infomadang702,실눈캐,5,10,alsrudgus531,운연정,"에어컨청소업체 처음 불러본 후기, 벽걸이 스탠드 비용과 업체 고른 기준",https://cafe.naver.com/ca-fe/cafes/31750108/articles/5
6,2026-07-08 00:47,localtable702,소원 1,33,2,dq1h3bjy,"에스앤비안과, 29년 경력 (노출)","SAT학원 종류와 고르는 기준, 디지털 SAT 대비법",https://cafe.naver.com/ca-fe/cafes/31750113/articles/33
7,2026-07-08 00:47,mealtalkdht,빨간모자앤 1,21,2,eghfsa5478,오세아니야 1,"아산 웨딩홀 식대와 대관료, 교통과 보증인원 비교",https://cafe.naver.com/ca-fe/cafes/31750099/articles/21
8,2026-07-08 00:47,menunote702,똑똑한건희씨,22,2,dhtksk1p,빨간모자앤  1,청소업체추천 입주청소 이사청소 평당 비용부터 업체s 고르는 기준까지,https://cafe.naver.com/ca-fe/cafes/31750111/articles/22
9,2026-07-08 00:47,petinfo183,티니피쉬 1,21,2,ghostrush7,실눈캐,"날개없는 선풍기 원리와 장단점, 청소·안전까지 고르는 기준",https://cafe.naver.com/ca-fe/cafes/31750098/articles/21
10,2026-07-08 00:48,tableclub702,고래낚시 1,32,2,geenl,모험 - 교체,"드라이기 고르는 기준과 모터 종류, 부가 기능까지",https://cafe.naver.com/ca-fe/cafes/31750110/articles/32
11,2026-07-08 00:48,talkmadang702,햄부기,12,10,laghunter8,도도 1,"SAT학원 선택 후기, 디지털 시험 대비와 학원 종류 그리고 비용까지",https://cafe.naver.com/ca-fe/cafes/31750104/articles/12
12,2026-07-08 00:48,carelog702,고구마스틱2 (10개) 1,21,2,h9ag469z,에스앤비안과 정보,종로 예물 가격이 백화점보다 싼 이유와 고르는 기준,https://cafe.naver.com/ca-fe/cafes/31750106/articles/21
13,2026-07-08 00:48,dogwalk2m4,강아지강하지 1,20,1,hagyga,에스앤비안과의원 - 교체,"웨딩밴드 소재와 제작 방식, 백금 화이트골드 차이까지",https://cafe.naver.com/ca-fe/cafes/31750100/articles/20
14,2026-07-08 00:49,driveee,운연정,50,1,k7d9x2m4,강아지강하지 1,부모님 생신선물 추천 리스트 (가격대·브랜드),https://cafe.naver.com/ca-fe/cafes/31746635/articles/50
15,2026-07-08 00:49,healthhhh,가중건다,51,2,n7c3w8z2,고양이밥 1,"부모님 생신선물 추천 리스트, 종류별로 골라드려요",https://cafe.naver.com/ca-fe/cafes/31746910/articles/51
16,2026-07-08 00:49,localtable702,소원 1,32,2,pixelninja3,건강박사석사 1,"음식물분쇄기 합법 인증 기준과 설치, 막힘 주의점",https://cafe.naver.com/ca-fe/cafes/31750113/articles/32
17,2026-07-08 00:49,mealtalkdht,빨간모자앤 1,20,2,produce11745,가중건다,"올리브오일 등급과 효능, 고르는 기준과 보관법까지",https://cafe.naver.com/ca-fe/cafes/31750099/articles/20
18,2026-07-08 00:50,menunote702,똑똑한건희씨,21,2,q9v3m7a2,포비 1,"일산웨딩홀 대관료 식대 보증인원, 세 곳 돌아보고 계약한 기준",https://cafe.naver.com/ca-fe/cafes/31750111/articles/21
